level,start,end,tournament,match,p1_name,p1_race,p1_score,p2_score,p2_race,p2_name,link,prize
major,20160109,20160124,GPL 2015 - Grand Finals,Bracket,Cyan,P,1,3,Z,IAsonu,https://liquipedia.net/starcraft2/GPL_2015/Grand_Finals,20500
major,20160109,20160124,GPL 2015 - Grand Finals,Bracket,Rushcrazy,P,1,3,Z,XiGua,https://liquipedia.net/starcraft2/GPL_2015/Grand_Finals,20500
major,20160109,20160124,GPL 2015 - Grand Finals,Bracket,IAsonu,Z,1,3,Z,XiGua,https://liquipedia.net/starcraft2/GPL_2015/Grand_Finals,20500
major,20160109,20160124,GPL 2015 - Grand Finals,Bracket,TIME,T,3,2,P,Jim,https://liquipedia.net/starcraft2/GPL_2015/Grand_Finals,20500
major,20160109,20160124,GPL 2015 - Grand Finals,Bracket,TooDming,Z,3,1,P,Jieshi,https://liquipedia.net/starcraft2/GPL_2015/Grand_Finals,20500
major,20160109,20160124,GPL 2015 - Grand Finals,Bracket,TIME,T,0,3,Z,TooDming,https://liquipedia.net/starcraft2/GPL_2015/Grand_Finals,20500
major,20160109,20160124,GPL 2015 - Grand Finals,Bracket,XiGua,Z,4,2,Z,TooDming,https://liquipedia.net/starcraft2/GPL_2015/Grand_Finals,20500
major,20160109,20160124,GPL 2015 - Grand Finals,Bracket,IAsonu,Z,2,3,T,TIME,https://liquipedia.net/starcraft2/GPL_2015/Grand_Finals,20500
premier,20160122,20160124,2016 DreamHack Open: Leipzig,Bracket,PtitDrogo,P,3,1,T,Basior,https://liquipedia.net/starcraft2/2016_DreamHack_Open/Leipzig,50000
premier,20160122,20160124,2016 DreamHack Open: Leipzig,Bracket,Neeb,P,3,1,T,Dayshi,https://liquipedia.net/starcraft2/2016_DreamHack_Open/Leipzig,50000
premier,20160122,20160124,2016 DreamHack Open: Leipzig,Bracket,PtitDrogo,P,3,2,P,Neeb,https://liquipedia.net/starcraft2/2016_DreamHack_Open/Leipzig,50000
premier,20160122,20160124,2016 DreamHack Open: Leipzig,Bracket,Scarlett,Z,0,3,Z,TLO,https://liquipedia.net/starcraft2/2016_DreamHack_Open/Leipzig,50000
premier,20160122,20160124,2016 DreamHack Open: Leipzig,Bracket,Snute,Z,3,2,T,Kelazhur,https://liquipedia.net/starcraft2/2016_DreamHack_Open/Leipzig,50000
premier,20160122,20160124,2016 DreamHack Open: Leipzig,Bracket,TLO,Z,3,2,Z,Snute,https://liquipedia.net/starcraft2/2016_DreamHack_Open/Leipzig,50000
premier,20160122,20160124,2016 DreamHack Open: Leipzig,Bracket,PtitDrogo,P,3,2,Z,TLO,https://liquipedia.net/starcraft2/2016_DreamHack_Open/Leipzig,50000
premier,20160122,20160124,2016 DreamHack Open: Leipzig,Bracket,ShoWTimE,P,3,2,T,MarineLorD,https://liquipedia.net/starcraft2/2016_DreamHack_Open/Leipzig,50000
premier,20160122,20160124,2016 DreamHack Open: Leipzig,Bracket,Nerchio,Z,1,3,P,Lilbow,https://liquipedia.net/starcraft2/2016_DreamHack_Open/Leipzig,50000
premier,20160122,20160124,2016 DreamHack Open: Leipzig,Bracket,ShoWTimE,P,3,1,P,Lilbow,https://liquipedia.net/starcraft2/2016_DreamHack_Open/Leipzig,50000
premier,20160122,20160124,2016 DreamHack Open: Leipzig,Bracket,UThermal,T,3,0,Z,Tefel,https://liquipedia.net/starcraft2/2016_DreamHack_Open/Leipzig,50000
premier,20160122,20160124,2016 DreamHack Open: Leipzig,Bracket,Harstem,P,3,1,P,Nice,https://liquipedia.net/starcraft2/2016_DreamHack_Open/Leipzig,50000
premier,20160122,20160124,2016 DreamHack Open: Leipzig,Bracket,UThermal,T,3,0,P,Harstem,https://liquipedia.net/starcraft2/2016_DreamHack_Open/Leipzig,50000
premier,20160122,20160124,2016 DreamHack Open: Leipzig,Bracket,ShoWTimE,P,1,3,T,UThermal,https://liquipedia.net/starcraft2/2016_DreamHack_Open/Leipzig,50000
premier,20160122,20160124,2016 DreamHack Open: Leipzig,Bracket,PtitDrogo,P,3,2,T,UThermal,https://liquipedia.net/starcraft2/2016_DreamHack_Open/Leipzig,50000
premier,20160122,20160124,2016 DreamHack Open: Leipzig,Bracket,Elazer,Z,3,2,P,State,https://liquipedia.net/starcraft2/2016_DreamHack_Open/Leipzig,50000
premier,20160122,20160124,2016 DreamHack Open: Leipzig,Bracket,ViOLet,Z,3,0,P,Welmu,https://liquipedia.net/starcraft2/2016_DreamHack_Open/Leipzig,50000
premier,20160122,20160124,2016 DreamHack Open: Leipzig,Bracket,Elazer,Z,0,3,Z,ViOLet,https://liquipedia.net/starcraft2/2016_DreamHack_Open/Leipzig,50000
premier,20160122,20160124,2016 DreamHack Open: Leipzig,Bracket,FireCake,Z,0,3,Z,Serral,https://liquipedia.net/starcraft2/2016_DreamHack_Open/Leipzig,50000
premier,20160122,20160124,2016 DreamHack Open: Leipzig,Bracket,HuK,P,3,1,T,Beastyqt,https://liquipedia.net/starcraft2/2016_DreamHack_Open/Leipzig,50000
premier,20160122,20160124,2016 DreamHack Open: Leipzig,Bracket,Serral,Z,3,0,P,HuK,https://liquipedia.net/starcraft2/2016_DreamHack_Open/Leipzig,50000
premier,20160122,20160124,2016 DreamHack Open: Leipzig,Bracket,ViOLet,Z,3,0,Z,Serral,https://liquipedia.net/starcraft2/2016_DreamHack_Open/Leipzig,50000
premier,20160122,20160124,2016 DreamHack Open: Leipzig,Bracket,Bly,Z,3,0,P,MorroW,https://liquipedia.net/starcraft2/2016_DreamHack_Open/Leipzig,50000
premier,20160122,20160124,2016 DreamHack Open: Leipzig,Bracket,Probe (player),P,3,2,T,Lillekanin,https://liquipedia.net/starcraft2/2016_DreamHack_Open/Leipzig,50000
premier,20160122,20160124,2016 DreamHack Open: Leipzig,Bracket,Bly,Z,3,1,P,Probe (player),https://liquipedia.net/starcraft2/2016_DreamHack_Open/Leipzig,50000
premier,20160122,20160124,2016 DreamHack Open: Leipzig,Bracket,SortOf,Z,3,1,P,MaNa,https://liquipedia.net/starcraft2/2016_DreamHack_Open/Leipzig,50000
premier,20160122,20160124,2016 DreamHack Open: Leipzig,Bracket,Hydra,Z,3,2,Z,Namshar,https://liquipedia.net/starcraft2/2016_DreamHack_Open/Leipzig,50000
premier,20160122,20160124,2016 DreamHack Open: Leipzig,Bracket,SortOf,Z,0,3,Z,Hydra,https://liquipedia.net/starcraft2/2016_DreamHack_Open/Leipzig,50000
premier,20160122,20160124,2016 DreamHack Open: Leipzig,Bracket,Bly,Z,3,2,Z,Hydra,https://liquipedia.net/starcraft2/2016_DreamHack_Open/Leipzig,50000
premier,20160122,20160124,2016 DreamHack Open: Leipzig,Bracket,ViOLet,Z,0,3,Z,Bly,https://liquipedia.net/starcraft2/2016_DreamHack_Open/Leipzig,50000
premier,20160122,20160124,2016 DreamHack Open: Leipzig,Bracket,PtitDrogo,P,4,1,Z,Bly,https://liquipedia.net/starcraft2/2016_DreamHack_Open/Leipzig,50000
major,20160107,20160201,"2016 WCS Winter Regional Challengers: Taiwan, Hong Kong, Macau",Group (Day 1),Fist,Z,0,2,P,Nice,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/Taiwan_Hong_Kong_Macau,10000
major,20160107,20160201,"2016 WCS Winter Regional Challengers: Taiwan, Hong Kong, Macau",Group (Day 1),Rex,Z,0,2,P,Has,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/Taiwan_Hong_Kong_Macau,10000
major,20160107,20160201,"2016 WCS Winter Regional Challengers: Taiwan, Hong Kong, Macau",Group (Day 1),Sen,Z,2,0,Z,Rex,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/Taiwan_Hong_Kong_Macau,10000
major,20160107,20160201,"2016 WCS Winter Regional Challengers: Taiwan, Hong Kong, Macau",Group (Day 1),JoJo,Z,0,2,Z,Rex,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/Taiwan_Hong_Kong_Macau,10000
major,20160107,20160201,"2016 WCS Winter Regional Challengers: Taiwan, Hong Kong, Macau",Group (Day 1),Nice,P,0,2,Z,Sen,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/Taiwan_Hong_Kong_Macau,10000
major,20160107,20160201,"2016 WCS Winter Regional Challengers: Taiwan, Hong Kong, Macau",Group (Day 1),Has,P,2,0,Z,Fist,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/Taiwan_Hong_Kong_Macau,10000
major,20160107,20160201,"2016 WCS Winter Regional Challengers: Taiwan, Hong Kong, Macau",Group (Day 2),JoJo,Z,0,2,P,Nice,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/Taiwan_Hong_Kong_Macau,10000
major,20160107,20160201,"2016 WCS Winter Regional Challengers: Taiwan, Hong Kong, Macau",Group (Day 2),Nice,P,0,2,P,Has,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/Taiwan_Hong_Kong_Macau,10000
major,20160107,20160201,"2016 WCS Winter Regional Challengers: Taiwan, Hong Kong, Macau",Group (Day 2),Sen,Z,2,0,Z,JoJo,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/Taiwan_Hong_Kong_Macau,10000
major,20160107,20160201,"2016 WCS Winter Regional Challengers: Taiwan, Hong Kong, Macau",Group (Day 2),JoJo,Z,0,2,P,Has,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/Taiwan_Hong_Kong_Macau,10000
major,20160107,20160201,"2016 WCS Winter Regional Challengers: Taiwan, Hong Kong, Macau",Group (Day 2),Sen,Z,2,1,P,Has,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/Taiwan_Hong_Kong_Macau,10000
major,20160107,20160201,"2016 WCS Winter Regional Challengers: Taiwan, Hong Kong, Macau",Group (Day 3),Expect,T,1,2,Z,Sen,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/Taiwan_Hong_Kong_Macau,10000
major,20160107,20160201,"2016 WCS Winter Regional Challengers: Taiwan, Hong Kong, Macau",Group (Day 3),Sen,Z,2,1,Z,Rose,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/Taiwan_Hong_Kong_Macau,10000
major,20160107,20160201,"2016 WCS Winter Regional Challengers: Taiwan, Hong Kong, Macau",Group (Day 3),Rose,Z,1,2,Z,Fist,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/Taiwan_Hong_Kong_Macau,10000
major,20160107,20160201,"2016 WCS Winter Regional Challengers: Taiwan, Hong Kong, Macau",Group (Day 3),Expect,T,2,1,Z,Fist,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/Taiwan_Hong_Kong_Macau,10000
major,20160107,20160201,"2016 WCS Winter Regional Challengers: Taiwan, Hong Kong, Macau",Group (Day 3),Expect,T,1,2,Z,Rex,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/Taiwan_Hong_Kong_Macau,10000
major,20160107,20160201,"2016 WCS Winter Regional Challengers: Taiwan, Hong Kong, Macau",Group (Day 3),Fist,Z,1,2,Z,Rex,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/Taiwan_Hong_Kong_Macau,10000
major,20160107,20160201,"2016 WCS Winter Regional Challengers: Taiwan, Hong Kong, Macau",Group (Day 4),JoJo,Z,0,2,T,Expect,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/Taiwan_Hong_Kong_Macau,10000
major,20160107,20160201,"2016 WCS Winter Regional Challengers: Taiwan, Hong Kong, Macau",Group (Day 4),Rose,Z,2,1,Z,JoJo,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/Taiwan_Hong_Kong_Macau,10000
major,20160107,20160201,"2016 WCS Winter Regional Challengers: Taiwan, Hong Kong, Macau",Group (Day 4),Rose,Z,0,2,P,Has,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/Taiwan_Hong_Kong_Macau,10000
major,20160107,20160201,"2016 WCS Winter Regional Challengers: Taiwan, Hong Kong, Macau",Group (Day 4),Fist,Z,1,2,Z,Sen,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/Taiwan_Hong_Kong_Macau,10000
major,20160107,20160201,"2016 WCS Winter Regional Challengers: Taiwan, Hong Kong, Macau",Group (Day 4),Has,P,2,0,T,Expect,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/Taiwan_Hong_Kong_Macau,10000
major,20160107,20160201,"2016 WCS Winter Regional Challengers: Taiwan, Hong Kong, Macau",Group (Day 4),Fist,Z,0,2,Z,JoJo,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/Taiwan_Hong_Kong_Macau,10000
major,20160107,20160201,"2016 WCS Winter Regional Challengers: Taiwan, Hong Kong, Macau",Group (Day 5),Nice,P,1,2,Z,Rose,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/Taiwan_Hong_Kong_Macau,10000
major,20160107,20160201,"2016 WCS Winter Regional Challengers: Taiwan, Hong Kong, Macau",Group (Day 5),Nice,P,2,0,T,Expect,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/Taiwan_Hong_Kong_Macau,10000
major,20160107,20160201,"2016 WCS Winter Regional Challengers: Taiwan, Hong Kong, Macau",Group (Day 5),Expect,T,0,2,Z,Rose,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/Taiwan_Hong_Kong_Macau,10000
major,20160107,20160201,"2016 WCS Winter Regional Challengers: Taiwan, Hong Kong, Macau",Group (Day 5),Rose,Z,1,2,Z,Rex,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/Taiwan_Hong_Kong_Macau,10000
major,20160107,20160201,"2016 WCS Winter Regional Challengers: Taiwan, Hong Kong, Macau",Group (Day 5),Rex,Z,1,2,P,Nice,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/Taiwan_Hong_Kong_Macau,10000
major,20160107,20160201,"2016 WCS Winter Regional Challengers: Taiwan, Hong Kong, Macau",Bracket,Sen,Z,0,3,P,Has,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/Taiwan_Hong_Kong_Macau,10000
major,20160107,20160201,"2016 WCS Winter Regional Challengers: Taiwan, Hong Kong, Macau",Bracket,Nice,P,3,2,Z,Rose,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/Taiwan_Hong_Kong_Macau,10000
major,20160107,20160201,"2016 WCS Winter Regional Challengers: Taiwan, Hong Kong, Macau",Bracket,Rex,Z,3,2,T,ExpecT,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/Taiwan_Hong_Kong_Macau,10000
major,20160107,20160201,"2016 WCS Winter Regional Challengers: Taiwan, Hong Kong, Macau",Bracket,Nice,P,2,3,Z,Rex,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/Taiwan_Hong_Kong_Macau,10000
major,20160107,20160201,"2016 WCS Winter Regional Challengers: Taiwan, Hong Kong, Macau",Bracket,Sen,Z,0,3,Z,Rex,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/Taiwan_Hong_Kong_Macau,10000
major,20160107,20160201,"2016 WCS Winter Regional Challengers: Taiwan, Hong Kong, Macau",Bracket,Has,P,4,1,Z,Rex,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/Taiwan_Hong_Kong_Macau,10000
major,20160201,20160202,IEM Season X - Taipei,Bracket,Lilbow,P,0,3,T,ByuN,https://liquipedia.net/starcraft2/IEM_Season_X_-_Taipei,25000
major,20160201,20160202,IEM Season X - Taipei,Bracket,Soulkey,Z,3,2,T,Polt,https://liquipedia.net/starcraft2/IEM_Season_X_-_Taipei,25000
major,20160201,20160202,IEM Season X - Taipei,Bracket,ByuN,T,3,1,Z,Soulkey,https://liquipedia.net/starcraft2/IEM_Season_X_-_Taipei,25000
major,20160201,20160202,IEM Season X - Taipei,Bracket,SOs,P,3,0,P,MC,https://liquipedia.net/starcraft2/IEM_Season_X_-_Taipei,25000
major,20160201,20160202,IEM Season X - Taipei,Bracket,Snute,Z,1,3,P,HerO(jOin),https://liquipedia.net/starcraft2/IEM_Season_X_-_Taipei,25000
major,20160201,20160202,IEM Season X - Taipei,Bracket,SOs,P,3,2,P,HerO(jOin),https://liquipedia.net/starcraft2/IEM_Season_X_-_Taipei,25000
major,20160201,20160202,IEM Season X - Taipei,Bracket,ByuN,T,2,4,P,SOs,https://liquipedia.net/starcraft2/IEM_Season_X_-_Taipei,25000
major,20160213,20160214,2016 WCS Winter Regional Challengers: Europe,Group (Matches),PtitDrogo,P,2,0,Z,Zanster,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/Europe,9800
major,20160213,20160214,2016 WCS Winter Regional Challengers: Europe,Group (Matches),PtitDrogo,P,2,1,Z,Bly,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/Europe,9800
major,20160213,20160214,2016 WCS Winter Regional Challengers: Europe,Group (Matches),Zanster,Z,0,0,Z,Bly,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/Europe,9800
major,20160213,20160214,2016 WCS Winter Regional Challengers: Europe,Bracket,Nerchio,Z,3,1,Z,Zanster,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/Europe,9800
major,20160213,20160214,2016 WCS Winter Regional Challengers: Europe,Bracket,Dayshi,T,3,1,Z,Elazer,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/Europe,9800
major,20160213,20160214,2016 WCS Winter Regional Challengers: Europe,Bracket,Nerchio,Z,3,2,T,Dayshi,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/Europe,9800
major,20160213,20160214,2016 WCS Winter Regional Challengers: Europe,Bracket,PtitDrogo,P,1,3,T,MarineLorD,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/Europe,9800
major,20160213,20160214,2016 WCS Winter Regional Challengers: Europe,Bracket,Lambo,Z,1,3,P,Lilbow,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/Europe,9800
major,20160213,20160214,2016 WCS Winter Regional Challengers: Europe,Bracket,MarineLorD,T,3,1,P,Lilbow,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/Europe,9800
major,20160213,20160214,2016 WCS Winter Regional Challengers: Europe,Bracket,Nerchio,Z,0,3,T,MarineLorD,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/Europe,9800
major,20160213,20160214,2016 WCS Winter Regional Challengers: Europe,Bracket,ShoWTimE,P,0,3,Z,Serral,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/Europe,9800
major,20160213,20160214,2016 WCS Winter Regional Challengers: Europe,Bracket,Snute,Z,3,2,Z,Bly,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/Europe,9800
major,20160213,20160214,2016 WCS Winter Regional Challengers: Europe,Bracket,Serral,Z,2,3,Z,Snute,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/Europe,9800
major,20160213,20160214,2016 WCS Winter Regional Challengers: Europe,Bracket,MaNa,P,3,2,P,Harstem,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/Europe,9800
major,20160213,20160214,2016 WCS Winter Regional Challengers: Europe,Bracket,SortOf,Z,1,3,T,Happy (Russian player),https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/Europe,9800
major,20160213,20160214,2016 WCS Winter Regional Challengers: Europe,Bracket,MaNa,P,1,3,T,Happy (Russian player),https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/Europe,9800
major,20160213,20160214,2016 WCS Winter Regional Challengers: Europe,Bracket,Snute,Z,1,3,T,Happy (Russian player),https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/Europe,9800
major,20160213,20160214,2016 WCS Winter Regional Challengers: Europe,Bracket,MarineLorD,T,0,3,T,Happy (Russian player),https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/Europe,9800
major,20160213,20160214,2016 WCS Winter Regional Challengers: Europe,Bracket,Bly,Z,1,3,P,ShoWTimE,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/Europe,9800
major,20160213,20160214,2016 WCS Winter Regional Challengers: Europe,Bracket,Lilbow,P,3,0,P,ShoWTimE,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/Europe,9800
major,20160213,20160214,2016 WCS Winter Regional Challengers: Europe,Bracket,SortOf,Z,3,1,P,Harstem,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/Europe,9800
major,20160213,20160214,2016 WCS Winter Regional Challengers: Europe,Bracket,Dayshi,T,3,2,Z,SortOf,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/Europe,9800
major,20160213,20160214,2016 WCS Winter Regional Challengers: Europe,Bracket,Lilbow,P,3,1,T,Dayshi,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/Europe,9800
major,20160213,20160214,2016 WCS Winter Regional Challengers: Europe,Bracket,Snute,Z,3,2,P,Lilbow,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/Europe,9800
major,20160213,20160214,2016 WCS Winter Regional Challengers: Europe,Bracket,Elazer,Z,3,1,Z,Zanster,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/Europe,9800
major,20160213,20160214,2016 WCS Winter Regional Challengers: Europe,Bracket,MaNa,P,1,3,Z,Elazer,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/Europe,9800
major,20160213,20160214,2016 WCS Winter Regional Challengers: Europe,Bracket,Lambo,Z,3,1,P,PtitDrogo,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/Europe,9800
major,20160213,20160214,2016 WCS Winter Regional Challengers: Europe,Bracket,Serral,Z,3,2,Z,Lambo,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/Europe,9800
major,20160213,20160214,2016 WCS Winter Regional Challengers: Europe,Bracket,Elazer,Z,1,3,Z,Serral,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/Europe,9800
major,20160213,20160214,2016 WCS Winter Regional Challengers: Europe,Bracket,Nerchio,Z,3,1,Z,Serral,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/Europe,9800
major,20160213,20160214,2016 WCS Winter Regional Challengers: Europe,Bracket,Snute,Z,2,3,Z,Nerchio,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/Europe,9800
major,20160213,20160214,2016 WCS Winter Regional Challengers: Europe,Bracket,MarineLorD,T,1,3,Z,Nerchio,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/Europe,9800
major,20160213,20160214,2016 WCS Winter Regional Challengers: North America,Bracket,Hydra,Z,3,0,T,Qxc,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/North_America,9800
major,20160213,20160214,2016 WCS Winter Regional Challengers: North America,Bracket,Hydra,Z,3,0,P,HuK,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/North_America,9800
major,20160213,20160214,2016 WCS Winter Regional Challengers: North America,Bracket,PandaBearMe,Z,1,3,P,Nina,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/North_America,9800
major,20160213,20160214,2016 WCS Winter Regional Challengers: North America,Bracket,Bails,P,2,3,Z,ViOLet,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/North_America,9800
major,20160213,20160214,2016 WCS Winter Regional Challengers: North America,Bracket,Nina,P,0,3,Z,ViOLet,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/North_America,9800
major,20160213,20160214,2016 WCS Winter Regional Challengers: North America,Bracket,Hydra,Z,3,1,Z,ViOLet,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/North_America,9800
major,20160213,20160214,2016 WCS Winter Regional Challengers: North America,Bracket,Neeb,P,3,0,T,Intense,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/North_America,9800
major,20160213,20160214,2016 WCS Winter Regional Challengers: North America,Bracket,State,P,0,3,P,PiLiPiLi,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/North_America,9800
major,20160213,20160214,2016 WCS Winter Regional Challengers: North America,Bracket,Neeb,P,3,0,P,PiLiPiLi,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/North_America,9800
major,20160213,20160214,2016 WCS Winter Regional Challengers: North America,Bracket,JonSnow,Z,3,2,T,MaSa,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/North_America,9800
major,20160213,20160214,2016 WCS Winter Regional Challengers: North America,Bracket,KoMA,T,0,3,T,Polt,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/North_America,9800
major,20160213,20160214,2016 WCS Winter Regional Challengers: North America,Bracket,JonSnow,Z,0,3,T,Polt,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/North_America,9800
major,20160213,20160214,2016 WCS Winter Regional Challengers: North America,Bracket,Neeb,P,3,2,T,Polt,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/North_America,9800
major,20160213,20160214,2016 WCS Winter Regional Challengers: North America,Bracket,Hydra,Z,2,3,P,Neeb,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/North_America,9800
major,20160213,20160214,2016 WCS Winter Regional Challengers: North America,Bracket,State,P,3,0,T,Intense,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/North_America,9800
major,20160213,20160214,2016 WCS Winter Regional Challengers: North America,Bracket,Nina,P,3,2,P,State,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/North_America,9800
major,20160213,20160214,2016 WCS Winter Regional Challengers: North America,Bracket,KoMA,T,1,3,T,MaSa,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/North_America,9800
major,20160213,20160214,2016 WCS Winter Regional Challengers: North America,Bracket,HuK,P,0,3,T,MaSa,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/North_America,9800
major,20160213,20160214,2016 WCS Winter Regional Challengers: North America,Bracket,Nina,P,3,1,T,MaSa,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/North_America,9800
major,20160213,20160214,2016 WCS Winter Regional Challengers: North America,Bracket,Polt,T,3,1,P,Nina,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/North_America,9800
major,20160213,20160214,2016 WCS Winter Regional Challengers: North America,Bracket,JonSnow,Z,3,0,T,Qxc,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/North_America,9800
major,20160213,20160214,2016 WCS Winter Regional Challengers: North America,Bracket,Bails,P,2,3,Z,PandaBearMe,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/North_America,9800
major,20160213,20160214,2016 WCS Winter Regional Challengers: North America,Bracket,PiLiPiLi,P,3,2,Z,PandaBearMe,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/North_America,9800
major,20160213,20160214,2016 WCS Winter Regional Challengers: North America,Bracket,JonSnow,Z,3,0,P,PiLiPiLi,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/North_America,9800
major,20160213,20160214,2016 WCS Winter Regional Challengers: North America,Bracket,ViOLet,Z,3,1,Z,JonSnow,https://liquipedia.net/starcraft2/2016_WCS_Winter_Regional_Challengers/North_America,9800
